model,family,params_b,task,level,n_items,rho,ceiling,share,mass_median
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_acd_v1_jan_2012,discourse,128,0.0394,0.299,0.1319,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_acd_v6_oct_25_2012,discourse,128,0.1198,0.602,0.1991,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_denise_jan_12_2011_survey_code_pig_the_pig,syntax,200,0.8053,0.986,0.8168,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_denise_sept_8_2010_survey_code_pig_the_pig,syntax,224,0.8013,0.972,0.8244,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_feb_16_1_2012_60_items_code_shy_armadillo,syntax,120,0.8327,0.912,0.913,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_for_gs_dec_2009,pragmatics,122,0.7115,0.882,0.8067,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_for_gs_jan_2010,pragmatics,133,0.654,0.906,0.7219,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_for_gs_jan_23_2010,pragmatics,216,0.6766,0.942,0.7183,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_for_gs_may_11_2011_purple_puppy,pragmatics,72,0.4754,0.873,0.5446,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_for_jk_april_4_2010,discourse,96,0.5004,0.886,0.5648,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_for_jk_april_4_expt_3_2010,discourse,96,0.4561,0.83,0.5496,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_for_jk_april_9_expt_4_2010,discourse,96,0.4232,0.831,0.5093,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_for_jk_june_24_2010_v2,discourse,176,0.4958,0.787,0.63,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_for_jk_mar_2010,discourse,96,0.4237,0.88,0.4815,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_for_jkm_dec_2009,discourse,128,-0.0932,0.18,-0.5178,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_for_jkm_jan_2012,discourse,128,-0.0277,0.266,-0.104,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_for_lb_dec_2009,discourse,108,0.5177,0.832,0.6222,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_for_lb_feb_20_2010_v2,discourse,79,0.676,0.951,0.7108,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_for_lb_jan_2011,discourse,519,0.4926,0.886,0.556,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_for_lb_jan_2011_v2,discourse,519,0.3626,0.689,0.5262,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_for_lb_jan_2011_v3,discourse,519,0.4516,0.886,0.5097,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_for_lb_mar_2010_2,discourse,241,0.468,0.935,0.5005,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_for_lb_mar_2010,discourse,123,0.5268,0.951,0.5539,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_for_lb_may_2010,discourse,148,0.6272,0.953,0.6581,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_for_lb_prelim_oct_2010,discourse,402,0.5476,0.882,0.6209,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_for_rw_dec_2009,discourse,180,0.7195,0.825,0.8721,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_for_rw_jan_2010,discourse,480,0.6136,0.872,0.7037,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_laura_mar_17_2012_92_items_code_lazy_cater,sentence_semantics,368,0.7516,0.883,0.8512,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_laura_mar_17_2012_96_items_code_lazy_cater,sentence_semantics,384,0.7632,0.883,0.8643,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_may_4_2011_36_items_code_anxious_bat,syntax,84,0.6163,0.757,0.8141,1.0
Qwen3-14B,Qwen3,14.8,sentence_naturalness_survey_nat_aug_28_2010_survey_code_downtown,syntax,270,0.7266,0.956,0.76,1.0
Qwen3-14B,Qwen3,14.8,short_acceptability_feb_6_2014,syntax,128,0.76,0.907,0.838,1.0
Qwen3-14B,Qwen3,14.8,susan_canonicity_rerunning_2,syntax,52,0.8194,0.95,0.8625,1.0
Qwen3-14B,Qwen3,14.8,topicalization_e1,syntax,77,0.8997,0.942,0.9551,1.0
Qwen3-14B,Qwen3,14.8,verb_causality_study_semantics_ratings_mk_april_2010,lexical_semantics,188,0.5231,0.972,0.5381,1.0
Qwen3-14B,Qwen3,14.8,verb_causality_study_syntax_ratings_mk_april_2010,syntax,653,0.2488,0.633,0.3931,1.0
Qwen3-14B,Qwen3,14.8,wm2_wm5_9_59_sentence_naturalness_survey_april_2011,syntax,219,0.7909,0.839,0.9427,1.0
Qwen3-14B,Qwen3,14.8,word3_b_word_naturalness_survey_may_4_2011_160_items_code_sleepy_bear,subword,158,0.7038,0.937,0.7511,1.0
Qwen3-14B,Qwen3,14.8,word3_word_naturalness_survey_may_1_2011_45_items_code_nosy_badger,subword,45,0.8059,0.948,0.8501,1.0
Qwen3-32B,Qwen3,32.8,50_sentences_noisy_channel_may_25_2011,pragmatics,208,0.2994,0.555,0.5395,0.9998
Qwen3-32B,Qwen3,32.8,50_sentences_with_2_comp_qs_plus_rating_mar_11_2011,sentence_semantics,208,0.4706,0.588,0.8003,0.9999
Qwen3-32B,Qwen3,32.8,acceptability_extension_959_v5,syntax,566,0.8041,0.797,1.0089,0.9997
Qwen3-32B,Qwen3,32.8,acceptability_judgments_kang,syntax,136,0.742,0.974,0.7618,1.0
Qwen3-32B,Qwen3,32.8,acceptability_replication_959,syntax,288,0.9294,0.964,0.9641,0.9998
Qwen3-32B,Qwen3,32.8,acd_context_polly_1_nov_23_2012,discourse,310,0.2039,0.462,0.4414,0.9999
Qwen3-32B,Qwen3,32.8,acd_no_context_polly_1_nov_23_2012,syntax,213,0.536,0.838,0.6396,0.9999
Qwen3-32B,Qwen3,32.8,acd_project_also_3_nov_24_2012_2,syntax,128,0.6724,0.874,0.7693,1.0
Qwen3-32B,Qwen3,32.8,acd_project_expt_23_also_nov_16_2012,syntax,600,0.5494,0.825,0.666,1.0
Qwen3-32B,Qwen3,32.8,acd_project_expt_24_same_diff_verbs_nov_16_2012,syntax,472,0.545,0.89,0.6124,1.0
Qwen3-32B,Qwen3,32.8,acd_project_expt_31_same_diff_verbs_nov_16_2012_1,syntax,176,0.6954,0.755,0.921,1.0
Qwen3-32B,Qwen3,32.8,acd_project_expt_42_also_verbs_nov_29_2012_1,syntax,176,0.5013,0.63,0.7957,1.0
Qwen3-32B,Qwen3,32.8,acd_project_expt_44_the_same_nov_29_2012_1,syntax,140,0.563,0.601,0.9367,1.0
Qwen3-32B,Qwen3,32.8,acd_project_expt_45_hkv_expt_2_plaus_nov_29_2012,syntax,360,0.5046,0.774,0.652,1.0
Qwen3-32B,Qwen3,32.8,acd_project_expt_46_also_in_hkv_2_nov_29_2012_1,syntax,448,0.4608,0.56,0.8229,1.0
Qwen3-32B,Qwen3,32.8,active_passive_sentence_naturalness_survey_july_2012,syntax,132,0.757,0.887,0.8534,0.9999
Qwen3-32B,Qwen3,32.8,aixiu_coherence_en_update1,sentence_semantics,277,0.8437,0.882,0.9565,0.9998
Qwen3-32B,Qwen3,32.8,alex_paunov_literal_inferences_dec_3_2011,pragmatics,299,0.6991,0.908,0.7699,0.9988
Qwen3-32B,Qwen3,32.8,amouyal2024_plausibility,sentence_semantics,853,0.6669,0.915,0.7288,0.9997
Qwen3-32B,Qwen3,32.8,animacy_passive_dative_kyle,syntax,120,0.7193,0.926,0.7768,0.9999
Qwen3-32B,Qwen3,32.8,anne_abeille_acceptability_july_12_2017_1,syntax,296,0.6328,0.635,0.9966,0.9999
Qwen3-32B,Qwen3,32.8,base_acceptability_0908,syntax,73,0.4385,0.931,0.471,1.0
Qwen3-32B,Qwen3,32.8,brief_sentence_naturalness_survey_march_2011,sentence_semantics,64,0.8361,0.96,0.871,1.0
Qwen3-32B,Qwen3,32.8,can_noncan_acceptability_0924,syntax,88,0.7593,0.966,0.786,1.0
Qwen3-32B,Qwen3,32.8,can_noncan_acceptability_2,syntax,88,0.8067,0.962,0.8386,1.0
Qwen3-32B,Qwen3,32.8,chinese_dative,discourse,96,0.4438,0.715,0.6207,1.0
Qwen3-32B,Qwen3,32.8,class_demo,syntax,44,0.7655,0.927,0.8258,1.0
Qwen3-32B,Qwen3,32.8,clefting_e3,syntax,48,0.7073,0.877,0.8065,1.0
Qwen3-32B,Qwen3,32.8,clefting_e4,syntax,48,0.7982,0.969,0.8237,1.0
Qwen3-32B,Qwen3,32.8,coherence_survey_list1_main,discourse,100,0.9041,0.95,0.9516,1.0
Qwen3-32B,Qwen3,32.8,coherence_survey_list2_main,discourse,100,0.9069,0.948,0.9566,1.0
Qwen3-32B,Qwen3,32.8,coherence_survey_list3_main,discourse,100,0.896,0.942,0.9512,1.0
Qwen3-32B,Qwen3,32.8,coherence_survey_list4_main,discourse,100,0.8875,0.95,0.9342,1.0
Qwen3-32B,Qwen3,32.8,constituency_tests_2,syntax,48,0.713,0.836,0.8528,1.0
Qwen3-32B,Qwen3,32.8,constituency_tests,syntax,48,0.6305,0.654,0.964,1.0
Qwen3-32B,Qwen3,32.8,copy_cat_polly_june_2014,discourse,102,0.5708,0.865,0.6599,0.998
Qwen3-32B,Qwen3,32.8,copy_of_verb_causality_study_semantics_ratings_mk_april_2010,lexical_semantics,62,0.4075,0.83,0.491,0.9999
Qwen3-32B,Qwen3,32.8,crossed_dependencies_long,syntax,201,0.7169,0.899,0.7975,1.0
Qwen3-32B,Qwen3,32.8,cul_jack_april_12_2012_54_short_texts_with_two_comprehension_questions,syntax,210,0.6637,0.896,0.7407,0.9992
Qwen3-32B,Qwen3,32.8,cul_jack_sentence_naturalness_survey_april_2010,syntax,220,0.7917,0.952,0.8316,1.0
Qwen3-32B,Qwen3,32.8,dative_alternation_extension_version_2,syntax,229,0.4587,0.456,1.0058,1.0
Qwen3-32B,Qwen3,32.8,dative_finnish,discourse,96,0.4558,0.689,0.6616,0.9986
Qwen3-32B,Qwen3,32.8,dative_turkish,discourse,96,0.4251,0.734,0.5791,0.9999
Qwen3-32B,Qwen3,32.8,dentella2023_grammaticality,syntax,80,0.6156,0.981,0.6275,0.0025
Qwen3-32B,Qwen3,32.8,depth_charge_survey,sentence_semantics,188,0.6938,0.846,0.8202,0.9999
Qwen3-32B,Qwen3,32.8,depth_charge_with_noise,sentence_semantics,188,0.7361,0.854,0.862,0.9999
Qwen3-32B,Qwen3,32.8,discourse_30subjs_list1,discourse,100,0.889,0.941,0.9448,1.0
Qwen3-32B,Qwen3,32.8,discourse_30subjs_list2,discourse,100,0.9021,0.951,0.9486,1.0
Qwen3-32B,Qwen3,32.8,discourse_30subjs_list3,discourse,100,0.9156,0.947,0.9668,1.0
Qwen3-32B,Qwen3,32.8,discourse_30subjs_list4,discourse,100,0.9049,0.942,0.9606,1.0
Qwen3-32B,Qwen3,32.8,discourse_causality_list1,discourse,100,0.8755,0.935,0.9364,0.9995
Qwen3-32B,Qwen3,32.8,discourse_causality_list2,discourse,100,0.8652,0.952,0.9088,0.9995
Qwen3-32B,Qwen3,32.8,discourse_causality_list3,discourse,100,0.8481,0.933,0.909,0.9996
Qwen3-32B,Qwen3,32.8,discourse_causality_list4,discourse,100,0.8238,0.955,0.8627,0.9996
Qwen3-32B,Qwen3,32.8,discourse_changed_0428,discourse,48,0.8402,0.953,0.8817,1.0
Qwen3-32B,Qwen3,32.8,discourse_coherence_list1,discourse,100,0.9215,0.943,0.9772,0.9993
Qwen3-32B,Qwen3,32.8,discourse_coherence_list2,discourse,100,0.8963,0.936,0.9576,0.9994
Qwen3-32B,Qwen3,32.8,discourse_coherence_list3,discourse,100,0.9143,0.95,0.9624,0.9992
Qwen3-32B,Qwen3,32.8,discourse_coherence_list4,discourse,100,0.8694,0.933,0.9318,0.9994
Qwen3-32B,Qwen3,32.8,discourse_imagability_pairs_list1,sentence_semantics,100,0.4751,0.917,0.5182,0.9998
Qwen3-32B,Qwen3,32.8,discourse_imagability_pairs_list2,sentence_semantics,100,0.5131,0.946,0.5424,0.9997
Qwen3-32B,Qwen3,32.8,discourse_imagability_singles_list1,sentence_semantics,100,0.7714,0.938,0.8224,0.9999
Qwen3-32B,Qwen3,32.8,discourse_imagability_singles_list2,sentence_semantics,100,0.894,0.954,0.9371,0.9999
Qwen3-32B,Qwen3,32.8,discourse_imagability_singles_list3,sentence_semantics,100,0.8014,0.931,0.8608,0.9999
Qwen3-32B,Qwen3,32.8,discourse_imagability_singles_list4,sentence_semantics,100,0.8261,0.948,0.8714,0.9999
Qwen3-32B,Qwen3,32.8,discourse_mentalizing_pairs_list1,sentence_semantics,100,0.8015,0.928,0.8637,0.9997
Qwen3-32B,Qwen3,32.8,discourse_mentalizing_pairs_list2,sentence_semantics,100,0.7448,0.931,0.8,0.9996
Qwen3-32B,Qwen3,32.8,discourse_mentalizing_singles_list1,sentence_semantics,100,0.737,0.935,0.7883,0.9999
Qwen3-32B,Qwen3,32.8,discourse_mentalizing_singles_list2,sentence_semantics,100,0.8241,0.925,0.8909,0.9999
Qwen3-32B,Qwen3,32.8,discourse_mentalizing_singles_list3,sentence_semantics,100,0.6888,0.909,0.7577,0.9999
Qwen3-32B,Qwen3,32.8,discourse_mentalizing_singles_list4,sentence_semantics,100,0.8284,0.952,0.8702,0.9999
Qwen3-32B,Qwen3,32.8,discourse_physics_pairs_list1,sentence_semantics,100,0.7187,0.957,0.751,0.9997
Qwen3-32B,Qwen3,32.8,discourse_physics_pairs_list2,sentence_semantics,100,0.7723,0.951,0.812,0.9996
Qwen3-32B,Qwen3,32.8,discourse_physics_singles_list1,sentence_semantics,100,0.881,0.943,0.9342,0.9999
Qwen3-32B,Qwen3,32.8,discourse_physics_singles_list2,sentence_semantics,100,0.7882,0.952,0.8279,0.9999
Qwen3-32B,Qwen3,32.8,discourse_physics_singles_list3,sentence_semantics,100,0.8672,0.941,0.9216,0.9999
Qwen3-32B,Qwen3,32.8,discourse_physics_singles_list4,sentence_semantics,100,0.8595,0.942,0.9124,0.9999
Qwen3-32B,Qwen3,32.8,discourse_scenes_pairs_list1,sentence_semantics,100,0.8729,0.944,0.9247,0.9996
Qwen3-32B,Qwen3,32.8,discourse_scenes_pairs_list2,sentence_semantics,100,0.8951,0.95,0.9422,0.9996
Qwen3-32B,Qwen3,32.8,discourse_scenes_singles_list1,sentence_semantics,100,0.9041,0.944,0.9577,0.9999
Qwen3-32B,Qwen3,32.8,discourse_scenes_singles_list2,sentence_semantics,100,0.8862,0.949,0.9338,0.9999
Qwen3-32B,Qwen3,32.8,discourse_scenes_singles_list3,sentence_semantics,100,0.8431,0.966,0.8727,0.9999
Qwen3-32B,Qwen3,32.8,discourse_scenes_singles_list4,sentence_semantics,100,0.8891,0.964,0.9223,0.9999
Qwen3-32B,Qwen3,32.8,diveica2023_socialness,lexical_semantics,1000,0.8349,0.883,0.9455,0.9999
Qwen3-32B,Qwen3,32.8,ecog_sentences_imaginability_jan_8_2014,sentence_semantics,120,0.3111,0.833,0.3734,1.0
Qwen3-32B,Qwen3,32.8,ecog_sentences_naturalness_jan_8_2014_2,sentence_semantics,120,0.3926,0.727,0.5401,1.0
Qwen3-32B,Qwen3,32.8,edwards2024_spelling_to_pronunciation_transparency,subword,1000,0.4955,0.826,0.5999,0.9989
Qwen3-32B,Qwen3,32.8,erp_norming_error_detection_june_2013_4,syntax,323,-0.6765,0.841,-0.8043,0.9984
Qwen3-32B,Qwen3,32.8,erp_sentence_naturalness_survey_june_2013_2,syntax,483,0.8691,0.922,0.9427,1.0
Qwen3-32B,Qwen3,32.8,eunice_disfluency_2_nov_17_2011,syntax,190,0.6673,0.832,0.8021,1.0
Qwen3-32B,Qwen3,32.8,eunice_disfluency_nov_15_2011,syntax,468,0.6283,0.807,0.7786,1.0
Qwen3-32B,Qwen3,32.8,european_portuguese_rc,syntax,174,0.7295,0.84,0.8684,0.9997
Qwen3-32B,Qwen3,32.8,european_portuguese_wh,syntax,174,0.8175,0.893,0.9155,0.9995
Qwen3-32B,Qwen3,32.8,extension,syntax,138,0.7573,0.872,0.8684,0.9998
Qwen3-32B,Qwen3,32.8,gabriel_rc,syntax,174,0.7406,0.818,0.9054,0.9997
Qwen3-32B,Qwen3,32.8,gabriel_wh,syntax,174,0.8309,0.902,0.9212,0.9994
Qwen3-32B,Qwen3,32.8,giurgea2025_motivation,lexical_semantics,1000,0.7378,0.856,0.862,0.9997
Qwen3-32B,Qwen3,32.8,huang_response_set1a,syntax,288,0.6184,0.966,0.6402,0.9994
Qwen3-32B,Qwen3,32.8,huang_response_set1b,syntax,288,0.6112,0.964,0.6341,0.9994
Qwen3-32B,Qwen3,32.8,huang_response_set2a,syntax,288,0.7099,0.97,0.7318,0.9994
Qwen3-32B,Qwen3,32.8,huang_response_set2a_declaratives,syntax,288,0.674,0.97,0.6949,0.9994
Qwen3-32B,Qwen3,32.8,huang_response_set2b,syntax,288,0.6925,0.97,0.7139,0.9994
Qwen3-32B,Qwen3,32.8,huang_response_set2b_declaratives,syntax,288,0.7007,0.974,0.7194,0.9994
Qwen3-32B,Qwen3,32.8,imperative_control_iad_gs_may_16_2011_purple_puppy,pragmatics,96,0.5042,0.86,0.5862,1.0
Qwen3-32B,Qwen3,32.8,isac_sentence_naturalness_survey_feb_2011_64_items_survey_code_giant_c,syntax,256,0.7849,0.885,0.8869,0.9998
Qwen3-32B,Qwen3,32.8,islands_acceptability_expt_2_dec_2_2012,syntax,480,0.7368,0.874,0.843,1.0
Qwen3-32B,Qwen3,32.8,italian_dative_v2,discourse,192,0.2353,0.604,0.3896,0.9998
Qwen3-32B,Qwen3,32.8,italian_locative_v7,discourse,192,0.5096,0.66,0.7721,0.9999
Qwen3-32B,Qwen3,32.8,lancaster2020_auditory,lexical_semantics,1000,0.2733,0.831,0.3289,0.9999
Qwen3-32B,Qwen3,32.8,lancaster2020_foot_leg,lexical_semantics,1000,0.5236,0.729,0.7182,1.0
Qwen3-32B,Qwen3,32.8,lancaster2020_gustatory,lexical_semantics,1000,0.3558,0.545,0.6529,1.0
Qwen3-32B,Qwen3,32.8,lancaster2020_hand_arm,lexical_semantics,1000,0.3899,0.783,0.498,0.9999
Qwen3-32B,Qwen3,32.8,lancaster2020_haptic,lexical_semantics,1000,0.4226,0.808,0.523,0.9999
Qwen3-32B,Qwen3,32.8,lancaster2020_head,lexical_semantics,1000,0.4248,0.57,0.7453,0.9999
Qwen3-32B,Qwen3,32.8,lancaster2020_interoceptive,lexical_semantics,1000,0.6081,0.778,0.7816,1.0
Qwen3-32B,Qwen3,32.8,lancaster2020_mouth,lexical_semantics,1000,0.4282,0.777,0.5511,0.9998
Qwen3-32B,Qwen3,32.8,lancaster2020_olfactory,lexical_semantics,1000,0.4077,0.622,0.6554,0.9999
Qwen3-32B,Qwen3,32.8,lancaster2020_torso,lexical_semantics,1000,0.4118,0.675,0.6101,0.9999
Qwen3-32B,Qwen3,32.8,lancaster2020_visual,lexical_semantics,1000,0.4602,0.767,0.6,0.9999
Qwen3-32B,Qwen3,32.8,lauren_sentence_naturalness_survey_expt3_nov_17_2011,syntax,460,0.5539,0.633,0.8751,0.9999
Qwen3-32B,Qwen3,32.8,lauren_sentence_naturalness_survey_expt_2_nov_15_2011,syntax,252,0.5789,0.712,0.8131,0.9999
Qwen3-32B,Qwen3,32.8,lauren_sentence_naturalness_survey_oct_14_2011,syntax,360,0.5941,0.703,0.8451,0.9999
Qwen3-32B,Qwen3,32.8,lexical_frame_adjectives_likert_set1,syntax,384,0.7681,0.83,0.9254,1.0
Qwen3-32B,Qwen3,32.8,lexical_frame_adjectives_likert_set2,syntax,384,0.682,0.744,0.9167,1.0
Qwen3-32B,Qwen3,32.8,lexical_frame_adjectives_likert_set3,syntax,384,0.7758,0.873,0.8887,1.0
Qwen3-32B,Qwen3,32.8,locative_topicalization_survey,discourse,229,0.6261,0.777,0.8058,0.9999
Qwen3-32B,Qwen3,32.8,massive_mem_arousal_mar_2013,lexical_semantics,1000,0.6645,0.883,0.7525,1.0
Qwen3-32B,Qwen3,32.8,massive_mem_arousal_mar_2013_end_2,lexical_semantics,242,0.7241,0.85,0.8519,1.0
Qwen3-32B,Qwen3,32.8,massive_mem_arousal_mar_2014,lexical_semantics,1000,0.6825,0.863,0.7909,0.9999
Qwen3-32B,Qwen3,32.8,massive_mem_arousal_mar_2014_end_1,lexical_semantics,242,0.6952,0.886,0.7847,1.0
Qwen3-32B,Qwen3,32.8,massive_mem_concreteness_mar_2013,lexical_semantics,1000,0.668,0.956,0.6987,1.0
Qwen3-32B,Qwen3,32.8,massive_mem_concreteness_mar_2013_end_1,lexical_semantics,242,0.8966,0.959,0.9349,1.0
Qwen3-32B,Qwen3,32.8,massive_mem_concreteness_mar_2014,lexical_semantics,1000,0.7859,0.952,0.8255,0.9999
Qwen3-32B,Qwen3,32.8,massive_mem_concreteness_mar_2014_end_1,lexical_semantics,242,0.8289,0.955,0.8679,1.0
Qwen3-32B,Qwen3,32.8,massive_mem_imageability_mar_2013,lexical_semantics,1000,0.7845,0.961,0.8164,1.0
Qwen3-32B,Qwen3,32.8,massive_mem_imageability_mar_2013_end_1,lexical_semantics,242,0.843,0.963,0.8754,1.0
Qwen3-32B,Qwen3,32.8,massive_mem_imageability_mar_2014,lexical_semantics,1000,0.7308,0.948,0.7709,1.0
Qwen3-32B,Qwen3,32.8,massive_mem_imageability_mar_2014_end_1,lexical_semantics,242,0.759,0.964,0.7874,1.0
Qwen3-32B,Qwen3,32.8,massive_mem_valence_mar_2013,lexical_semantics,1000,0.6266,0.948,0.6609,1.0
Qwen3-32B,Qwen3,32.8,massive_mem_valence_mar_2013_end_1,lexical_semantics,242,0.8467,0.966,0.8765,1.0
Qwen3-32B,Qwen3,32.8,massive_mem_valence_mar_2014,lexical_semantics,1000,0.8788,0.961,0.9145,1.0
Qwen3-32B,Qwen3,32.8,massive_mem_valence_mar_2014_end_1,lexical_semantics,242,0.8806,0.959,0.9182,1.0
Qwen3-32B,Qwen3,32.8,melissa_short_naturalness_test,sentence_semantics,24,0.8189,0.968,0.8459,1.0
Qwen3-32B,Qwen3,32.8,missing_vp_extension_0501_final,syntax,72,0.5416,0.741,0.7309,0.9996
Qwen3-32B,Qwen3,32.8,missing_vp_extension,syntax,80,0.5294,0.881,0.6009,1.0
Qwen3-32B,Qwen3,32.8,missing_vp_rereplication,syntax,72,0.4893,0.707,0.6921,1.0
Qwen3-32B,Qwen3,32.8,mk_grammaticality_study_7_20,syntax,1000,0.4579,0.876,0.5227,1.0
Qwen3-32B,Qwen3,32.8,muraki2023_concreteness,lexical_semantics,1000,0.516,0.829,0.6224,0.9998
Qwen3-32B,Qwen3,32.8,noisy_channel_acceptability_1_sept_2013_1,syntax,496,0.8456,0.921,0.9181,1.0
Qwen3-32B,Qwen3,32.8,noisy_channel_acceptability_2_sept_2013,syntax,380,0.8716,0.965,0.9032,1.0
Qwen3-32B,Qwen3,32.8,noisy_rc_norming_oct19,sentence_semantics,128,0.5594,0.838,0.6675,1.0
Qwen3-32B,Qwen3,32.8,of_acceptability_2,syntax,88,0.8199,0.951,0.8622,1.0
Qwen3-32B,Qwen3,32.8,orange_camel_sentence_naturalness_survey_nov_2010,discourse,144,0.7558,0.861,0.8779,1.0
Qwen3-32B,Qwen3,32.8,orc_lauren_sentence_naturalness_survey_july_2012,syntax,192,0.861,0.948,0.9082,0.9999
Qwen3-32B,Qwen3,32.8,p_p_sentence_naturalness_survey_aug_2010,syntax,252,0.5136,0.859,0.5979,1.0
Qwen3-32B,Qwen3,32.8,p_p_sentence_naturalness_survey_dec_2009,syntax,324,0.7048,0.95,0.7419,1.0
Qwen3-32B,Qwen3,32.8,p_p_sentence_naturalness_survey_feb,syntax,614,0.5192,0.664,0.7819,1.0
Qwen3-32B,Qwen3,32.8,p_p_sentence_naturalness_survey_june_2013_v3,syntax,242,0.6288,0.928,0.6776,0.9996
Qwen3-32B,Qwen3,32.8,paris_judgments_3_dec_2012,syntax,477,0.4583,0.845,0.5423,0.9999
Qwen3-32B,Qwen3,32.8,pascal_1_dec_2012,syntax,544,0.2054,0.066,3.1128,1.0
Qwen3-32B,Qwen3,32.8,presup_survey_1_acd_july_2012,pragmatics,240,0.7235,0.83,0.8717,0.9996
Qwen3-32B,Qwen3,32.8,presup_survey_2_acd_july_2012,pragmatics,240,0.3557,0.665,0.5349,0.9996
Qwen3-32B,Qwen3,32.8,pronouns_following_verbs,pragmatics,44,0.3519,0.706,0.4984,0.9986
Qwen3-32B,Qwen3,32.8,pronouns_following_verbs_an,pragmatics,44,0.012,0.663,0.0181,0.9964
Qwen3-32B,Qwen3,32.8,pronouns_following_verbs_ce,pragmatics,44,0.3422,0.708,0.4833,0.9985
Qwen3-32B,Qwen3,32.8,pronouns_following_verbs_sm,pragmatics,44,0.033,0.443,0.0744,0.9981
Qwen3-32B,Qwen3,32.8,pronouns_following_verbs_so,pragmatics,44,0.2128,0.509,0.4181,0.9972
Qwen3-32B,Qwen3,32.8,pronouns_following_verbs_ve,pragmatics,45,0.5304,0.567,0.9354,0.9981
Qwen3-32B,Qwen3,32.8,quant_syn_april_13_2012_90_sentences_with_a_question_and_a_rating_code,syntax,184,0.8108,0.91,0.891,1.0
Qwen3-32B,Qwen3,32.8,quant_syn_april_14_2012_48_sentences_with_a_question_and_a_rating_code,syntax,168,0.8216,0.96,0.8559,0.9998
Qwen3-32B,Qwen3,32.8,quant_syn_april_16_2012_36_sentences_with_a_question_and_a_rating_code,syntax,126,0.8589,0.965,0.89,0.9998
Qwen3-32B,Qwen3,32.8,quantifier_naturalness_survey_june_4_2010,syntax,192,0.5472,0.639,0.8563,1.0
Qwen3-32B,Qwen3,32.8,quantitative_syntax_survey,syntax,129,0.7647,0.852,0.8975,1.0
Qwen3-32B,Qwen3,32.8,rating_english_sentences,syntax,240,0.774,0.899,0.861,0.9996
Qwen3-32B,Qwen3,32.8,reasoning_and_language_tasks_survey_code_talkative_pigeon,syntax,72,0.6199,0.941,0.6588,0.9999
Qwen3-32B,Qwen3,32.8,relative_clause_displacements_in_english_sentences,syntax,180,0.4607,0.501,0.9195,1.0
Qwen3-32B,Qwen3,32.8,relative_clause_displacements_in_english_sentences_with_fill,syntax,93,0.6598,0.846,0.7799,1.0
Qwen3-32B,Qwen3,32.8,replication_study_9_59,discourse,185,0.5587,0.363,1.5393,1.0
Qwen3-32B,Qwen3,32.8,richard_islands_acceptability_expt_1_april_25_2013_3,syntax,144,0.7008,0.819,0.8557,1.0
Qwen3-32B,Qwen3,32.8,richard_islands_acceptability_expt_2_april_26_2013,syntax,228,0.8773,0.92,0.9536,1.0
Qwen3-32B,Qwen3,32.8,richard_islands_acceptability_expt_4_april_26_2013_1,syntax,100,0.8823,0.931,0.9477,1.0
Qwen3-32B,Qwen3,32.8,richard_islands_acceptability_expt_5_april_27_2013_1,syntax,132,0.5585,0.619,0.9023,1.0
Qwen3-32B,Qwen3,32.8,richard_islands_acceptability_expt_6_april_28_2013_while_whq_decl,syntax,100,0.8717,0.965,0.9033,1.0
Qwen3-32B,Qwen3,32.8,russian_freezing,syntax,180,0.8166,0.898,0.9093,1.0
